SA1_internal_2021	medianTotalHouseholdIncome
2511	63336
2512	35048
2513	34424
2514	115908
2515	104572
2516	83668
2517	79612
2518	93184
2519	60632
2520	94224
2521	99112
2522	104624
2523	101348
2524	100724
2525	46176
2526	
2527	
2528	102076
2529	68224
2530	56836
2531	37128
2532	72748
2533	95836
2534	114192
2535	79612
2536	99112
2537	76492
2538	49348
2539	63180
2540	64428
2541	68224
2542	48984
2543	80132
2544	71500
2545	75452
2546	111228
2547	99320
2548	66612
2549	79612
2550	69992
2551	86632
2552	57772
2553	48360
2554	59644
2555	62660
2556	49348
2557	
2558	25844
2559	69836
2560	84500
2561	46748
2562	73632
2563	58500
2564	118248
2565	84500
2566	66612
2567	76336
2568	66300
2569	55224
2570	42016
2571	37700
2572	53508
2573	45396
2574	31824
2575	53196
2576	49348
2577	
2578	
2579	77324
2580	30836
2581	48516
2582	35360
2583	89856
2584	53040
2585	71500
2586	56316
2587	38532
2588	51168
2589	48620
2590	62816
2591	53196
2592	68484
2593	151632
2594	60944
2595	59384
2596	81224
2597	54288
2598	70408
2599	60840
2600	82836
2601	66612
2602	64532
2603	67288
2604	63440
2605	59280
2606	68588
2607	87048
2608	64376
2609	60112
2610	52780
2611	62660
2612	56420
2613	87256
2614	66872
2615	51064
2616	65572
2617	50440
2618	36712
2619	59540
2620	49192
2621	53404
2622	71500
2623	55900
2624	49660
2625	59592
2626	57200
2627	48932
2628	65312
2629	52572
2630	68068
2631	59748
2632	49868
2633	60632
2634	68068
2635	111800
2636	25740
2637	43836
2638	77220
2639	71500
2640	87724
2641	57044
2642	55900
2643	64428
2644	53092
2645	53612
2646	37700
2647	85540
2648	59072
2649	43576
2650	60632
2651	47268
2652	47372
2653	47424
2654	46800
2655	49868
2656	38012
2657	36764
2658	66612
2659	54184
2660	49660
2661	43160
2662	68224
2663	73632
2664	76648
2665	49348
2666	72384
2667	75816
2668	62452
2669	49348
2670	50908
2671	88192
2672	110500
2673	38480
2674	80756
2675	54444
2676	64012
2677	119340
2678	89752
2679	92404
2680	96616
2681	104468
2682	94692
2683	85540
2684	72124
2685	57044
2686	55224
2687	62556
2688	67184
2689	59020
2690	47268
2691	116376
2692	127192
2693	67600
2694	73112
2695	150072
2696	90948
2697	85540
2698	91780
2699	67496
2700	65624
2701	149968
2702	157456
2703	72384
2704	115128
2705	33124
2706	74828
2707	83980
2708	115544
2709	79092
2710	90116
2711	86424
2712	72852
2713	78676
2714	73892
2715	85488
2716	79456
2717	87724
2718	61048
2719	108316
2720	83772
2721	56472
2722	76024
2723	75868
2724	86320
2725	52520
2726	82420
2727	84500
2728	81692
2729	87412
2730	82628
2731	79976
2732	65936
2733	98176
2734	72072
2735	97916
2736	72748
2737	69628
2738	42900
2739	98540
2740	130364
2741	119548
2742	51064
2743	131508
2744	118300
2745	115596
2746	160888
2747	138320
2748	112268
2749	62920
2750	75244
2751	57980
2752	52520
2753	87724
2754	74724
2755	61984
2756	63856
2757	89336
2758	68692
2759	82732
2760	133484
2761	105820
2762	55900
2763	69836
2764	364000
2765	93964
2766	
2767	123448
2768	163436
2769	90168
2770	109876
2771	61412
2772	47632
2773	124696
2774	112996
2775	92092
2776	91624
2777	120588
2778	101348
2779	128960
2780	121940
2781	106184
2782	123448
2783	97500
2784	91988
2785	98384
2786	138112
2787	64220
2788	100724
2789	69836
2790	106496
2791	96564
2792	51012
2793	65676
2794	72488
2795	69836
2796	75348
2797	61152
2798	68224
2799	81224
2800	41236
2801	56316
2802	48256
2803	54184
2804	55224
2805	116948
2806	80132
2807	65780
2808	68224
2809	105300
2810	49608
2811	51220
2812	54444
2813	54184
2814	62192
2815	61360
2816	58500
2817	49348
2818	55484
2819	65416
2820	119132
2821	105456
2822	71500
2823	102336
2824	90012
2825	64116
2826	72748
2827	54132
2828	61724
2829	67184
2830	28600
2831	38064
2832	49088
2833	63024
2834	50544
2835	49244
2836	61048
2837	91780
2838	48308
2839	61724
2840	92872
2841	94900
2842	85280
2843	65728
2844	87048
2845	52988
2846	58500
2847	51064
2848	54444
2849	48360
2850	58968
2851	98852
2852	71812
2853	121888
2854	123448
2855	146536
2856	99892
2857	81900
2858	107692
2859	79612
2860	98748
2861	94900
2862	83408
2863	97864
2864	156364
2865	132600
2866	134732
2867	110500
2868	97500
2869	100724
2870	102648
2871	101348
2872	130728
2873	120120
2874	106600
2875	125476
2876	164112
2877	120536
2878	117832
2879	115336
2880	49192
2881	54756
2882	64532
2883	68224
2884	66872
2885	68692
2886	72748
2887	47424
2888	68692
2889	42744
2890	71500
2891	67184
2892	60216
2893	188500
2894	66300
2895	55536
2896	58864
2897	70668
2898	84500
2899	66040
2900	55328
2901	88192
2902	67600
2903	95316
2904	68484
2905	64428
2906	68692
2907	51584
2908	63856
2909	59436
2910	69836
2911	71864
2912	46800
2913	59644
2914	67964
2915	64324
2916	56056
2917	111800
2918	67340
2919	72020
2920	37284
2921	74724
2922	75348
2923	91416
2924	75816
2925	108316
2926	51584
2927	97084
2928	64584
2929	
2930	58500
2931	91884
2932	117572
2933	59124
2934	75140
2935	86788
2936	75608
2937	92456
2938	107224
2939	105508
2940	122668
2941	76336
2942	80496
2943	71864
2944	97500
2945	126048
2946	95836
2947	117000
2948	131300
2949	112112
2950	90116
2951	79300
2952	85280
2953	69628
2954	72280
2955	143000
2956	148512
2957	133224
2958	106340
2959	150748
2960	89752
2961	89856
2962	109772
2963	82316
2964	75608
2965	79612
2966	60216
2967	49920
2968	42640
2969	56628
2970	54704
2971	113152
2972	77220
2973	95836
2974	90116
2975	68900
2976	61048
2977	80132
2978	75348
2979	75192
2980	81692
2981	119548
2982	54184
2983	86840
2984	133224
2985	95316
2986	111800
2987	94692
2988	57304
2989	84500
2990	74048
2991	72072
2992	41132
2993	46800
2994	62868
2995	70980
2996	56420
2997	61048
2998	70408
2999	63908
3000	63128
3001	147576
3002	69524
3003	62452
3004	60268
3005	69992
3006	95316
3007	106756
3008	72488
3009	55536
3010	68224
3011	76440
3012	41028
3013	78780
3014	70616
3015	54288
3016	71500
3017	77584
3018	72488
3019	65624
3020	49140
3021	59488
3022	78728
3023	55588
3024	
3025	92612
3026	247000
3027	71500
3028	129012
3029	110448
3030	59748
3031	59072
3032	
3033	95316
3034	91676
3035	126152
3036	122616
3037	76752
3038	120692
3039	99892
3040	117312
3041	82004
3042	112944
3043	169000
3044	119444
3045	
3046	116324
3047	123448
3048	90324
3049	117728
3050	82628
3051	70200
3052	69732
3053	52468
3054	77116
3055	100724
3056	101348
3057	57252
3058	104624
3059	81588
3060	73632
3061	120692
3062	72748
3063	75816
3064	123448
3065	112996
3066	54184
3067	104780
3068	149448
3069	157404
3070	151632
3071	105612
3072	113256
3073	81900
3074	58500
3075	125840
3076	97500
3077	81536
3078	80184
3079	100984
3080	128700
3081	118820
3082	100048
3083	40924
3084	106756
3085	115908
3086	149968
3087	113100
3088	124124
3089	132184
3090	114972
3091	123448
3092	143780
3093	75816
3094	96044
3095	113724
3096	60320
3097	107224
3098	100724
3099	114400
3100	84448
3101	119132
3102	97500
3103	106132
3104	117000
3105	144144
3106	120796
3107	117000
3108	52520
3109	54184
3110	84500
3111	70928
3112	54340
3113	62712
3114	63440
3115	88608
3116	178360
3117	121732
3118	86112
3119	72072
3120	121316
3121	121992
3122	120588
3123	120224
3124	121108
3125	178256
3126	116064
3127	30992
3128	101348
3129	143000
3130	109200
3131	121472
3132	112164
3133	163540
3134	76336
3135	91676
3136	131612
3137	99840
3138	74724
3139	117000
3140	120588
3141	111124
3142	102492
3143	143000
3144	133484
3145	40144
3146	145756
3147	42744
3148	73112
3149	58136
3150	156884
3151	86424
3152	61568
3153	89752
3154	90480
3155	126724
3156	72540
3157	60892
3158	62348
3159	91780
3160	66196
3161	73112
3162	141960
3163	107692
3164	99892
3165	170040
3166	84500
3167	98280
3168	142948
3169	81900
3170	42172
3171	93340
3172	117000
3173	110708
3174	108316
3175	98280
3176	61880
3177	79456
3178	135564
3179	63076
3180	78832
3181	98748
3182	69524
3183	51012
3184	36712
3185	86632
3186	57668
3187	95732
3188	151632
3189	91988
3190	116272
3191	126412
3192	103376
3193	73736
3194	104936
3195	124748
3196	111644
3197	72904
3198	40092
3199	151008
3200	114192
3201	99112
3202	63648
3203	62244
3204	126516
3205	66612
3206	114660
3207	131248
3208	67964
3209	102440
3210	103012
3211	113204
3212	95680
3213	107224
3214	55224
3215	114504
3216	87412
3217	99892
3218	64480
3219	117884
3220	126308
3221	105092
3222	41756
3223	97500
3224	122148
3225	113880
3226	128648
3227	110968
3228	136500
3229	110864
3230	90012
3231	60892
3232	102076
3233	74724
3234	54756
3235	90376
3236	42536
3237	66300
3238	75972
3239	73632
3240	72956
3241	73424
3242	81692
3243	88348
3244	57200
3245	86112
3246	65260
3247	104780
3248	61256
3249	128076
3250	64220
3251	95784
3252	101348
3253	49504
3254	67340
3255	107068
3256	77324
3257	73528
3258	71760
3259	68536
3260	62348
3261	39780
3262	117000
3263	58500
3264	73840
3265	117000
3266	85332
3267	70252
3268	90220
3269	56004
3270	75348
3271	120588
3272	
3273	91624
3274	38792
3275	69108
3276	72644
3277	62816
3278	124488
3279	151632
3280	153088
3281	108888
3282	137904
3283	
3284	57408
3285	129220
3286	83200
3287	111488
3288	123448
3289	118820
3290	135252
3291	100984
3292	150748
3293	144924
3294	127972
3295	152724
3296	106340
3297	92092
3298	152568
3299	89076
3300	149448
3301	102492
3302	104364
3303	140244
3304	131820
3305	101504
3306	111592
3307	136708
3308	124644
3309	71240
3310	152724
3311	
3312	138424
3313	124384
3314	69472
3315	100724
3316	98072
3317	85696
3318	99892
3319	72748
3320	46956
3321	
3322	36244
3323	51428
3324	77116
3325	88816
3326	91780
3327	76232
3328	73216
3329	71032
3330	
3331	129012
3332	
3333	30056
3334	41340
3335	61724
3336	56784
3337	46332
3338	50960
3339	23400
3340	50388
3341	61724
3342	64428
3343	66092
3344	58500
3345	54028
3346	64168
3347	67444
3348	50544
3349	66872
3350	59332
3351	117000
3352	52832
3353	72488
3354	68432
3355	83824
3356	87360
3357	59904
3358	43628
3359	52936
3360	42120
3361	65312
3362	74048
3363	
3364	
3365	60632
3366	46800
3367	63908
3368	70824
3369	155948
3370	77064
3371	52312
3372	68900
3373	93132
3374	58500
3375	46956
3376	67964
3377	70616
3378	120848
3379	77688
3380	82524
3381	77012
3382	79456
3383	59540
3384	71136
3385	81224
3386	116168
3387	87724
3388	74724
3389	87516
3390	75816
3391	57980
3392	82784
3393	82836
3394	58136
3395	60476
3396	69680
3397	34476
3398	71500
3399	56420
3400	68224
3401	71500
3402	50908
3403	69160
3404	86632
3405	75348
3406	75816
3407	55432
3408	67808
3409	48776
3410	65832
3411	40976
3412	143000
3413	53144
3414	67496
3415	68432
3416	38584
3417	48620
3418	54964
3419	56004
3420	65520
3421	58500
3422	64324
3423	57044
3424	50232
3425	69992
3426	105144
3427	96668
3428	70928
3429	55068
3430	73372
3431	55432
3432	48152
3433	46800
3434	92300
3435	61724
3436	107640
3437	85124
3438	55432
3439	111748
3440	102076
3441	75504
3442	104260
3443	77116
3444	101348
3445	134628
3446	117000
3447	157144
3448	115336
3449	157612
3450	117000
3451	124384
3452	113256
3453	121940
3454	117988
3455	113724
3456	118404
3457	120224
3458	117000
3459	54288
3460	56004
3461	55796
3462	41340
3463	47060
3464	54340
3465	53508
3466	69108
3467	56524
3468	56108
3469	64584
3470	84500
3471	
3472	
3473	57928
3474	50752
3475	58500
3476	55224
3477	54184
3478	54184
3479	51532
3480	64324
3481	131716
3482	
3483	82316
3484	72124
3485	
3486	
3487	52468
3488	114972
3489	126932
3490	49348
3491	44200
3492	86632
3493	39468
3494	107016
3495	102336
3496	92612
3497	119028
3498	111800
3499	93184
3500	106236
3501	71500
3502	90116
3503	98488
3504	80704
3505	83304
3506	89856
3507	112996
3508	109564
3509	
3510	68224
3511	105872
3512	111592
3513	103116
3514	143624
3515	99840
3516	60112
3517	138008
3518	71500
3519	48048
3520	110500
3521	47268
3522	84500
3523	102648
3524	59644
3525	39936
3526	70564
3527	106860
3528	111592
3529	80600
3530	73424
3531	97500
3532	80288
3533	87724
3534	42016
3535	124592
3536	110500
3537	91832
3538	45500
3539	43004
3540	74516
3541	69524
3542	57044
3543	110864
3544	129272
3545	60892
3546	73528
3547	115284
3548	34788
3549	98904
3550	71500
3551	58500
3552	49088
3553	107276
3554	115440
3555	179088
3556	63336
3557	97500
3558	
3559	84500
3560	80860
3561	78936
3562	107484
3563	82836
3564	144612
3565	63648
3566	65416
3567	115700
3568	143000
3569	52884
3570	63388
3571	59956
3572	67496
3573	102336
3574	144196
3575	112112
3576	87360
3577	99840
3578	146224
3579	67444
3580	72540
3581	62920
3582	48984
3583	78832
3584	93964
3585	71136
3586	103116
3587	85540
3588	93860
3589	76076
3590	81692
3591	107068
3592	79300
3593	74360
3594	78520
3595	57824
3596	47372
3597	56836
3598	73112
3599	76908
3600	54600
3601	110500
3602	46384
3603	40300
3604	66872
3605	78572
3606	80600
3607	51064
3608	73632
3609	73476
3610	65728
3611	45812
3612	94224
3613	84968
3614	71500
3615	118716
3616	110136
3617	122304
3618	106496
3619	89076
3620	76596
3621	67808
3622	105300
3623	70876
3624	76648
3625	63336
3626	71500
3627	52676
3628	72540
3629	63336
3630	130780
3631	51324
3632	87724
3633	86632
3634	81484
3635	82992
3636	70668
3637	60372
3638	80964
3639	92092
3640	81068
3641	44772
3642	70668
3643	68900
3644	81224
3645	95628
3646	67444
3647	59176
3648	80964
3649	94536
3650	94224
3651	51012
3652	78884
3653	73840
3654	69784
3655	80184
3656	55432
3657	61516
3658	47528
3659	60320
3660	68900
3661	154752
3662	134316
3663	112112
3664	86632
3665	104364
3666	26260
3667	105716
3668	76856
3669	75088
3670	102856
3671	109200
3672	86320
3673	133016
3674	140400
3675	101816
3676	126360
3677	121732
3678	118508
3679	122876
3680	81224
3681	83928
3682	103220
3683	81224
3684	122876
3685	138788
3686	102336
3687	148668
3688	146484
3689	128804
3690	131768
3691	162500
3692	127660
3693	104312
3694	154752
3695	
3696	71500
3697	123032
3698	130572
3699	108888
3700	108316
3701	47944
3702	75816
3703	169000
3704	162500
3705	166088
3706	135408
3707	128752
3708	86632
3709	97500
3710	97500
3711	38896
3712	75972
3713	105612
3714	74464
3715	141284
3716	105560
3717	162500
3718	109200
3719	112632
3720	138632
3721	111644
3722	67756
3723	169000
3724	138632
3725	117000
3726	114244
3727	118248
3728	125372
3729	44200
3730	50960
3731	49972
3732	80600
3733	39624
3734	118820
3735	124540
3736	137280
3737	139256
3738	143000
3739	49348
3740	46800
3741	214500
3742	52780
3743	52572
3744	36452
3745	46176
3746	42692
3747	94224
3748	96668
3749	55224
3750	56108
3751	58500
3752	66196
3753	68796
3754	118196
3755	71500
3756	61568
3757	73788
3758	60112
3759	45188
3760	69524
3761	65312
3762	78624
3763	64220
3764	
3765	60216
3766	71500
3767	57564
3768	61880
3769	118404
3770	69056
3771	45812
3772	44720
3773	86112
3774	106600
3775	67288
3776	61984
3777	221000
3778	53820
3779	51532
3780	97448
3781	105300
3782	101816
3783	39936
3784	46800
3785	45240
3786	65416
3787	32084
3788	
3789	66924
3790	65780
3791	49348
3792	45032
3793	85540
3794	110500
3795	61308
3796	
3797	50648
3798	
3799	24960
3800	72696
3801	67600
3802	60320
3803	63856
3804	25220
3805	66144
3806	48984
3807	
3808	58500
3809	66976
3810	55588
3811	70252
3812	66976
3813	81900
3814	74152
3815	72124
3816	55068
3817	71500
3818	67964
3819	77012
3820	64272
3821	73112
3822	57772
3823	31720
3824	32552
3825	168948
3826	74464
3827	95472
3828	70408
3829	62816
3830	80860
3831	130728
3832	126048
3833	96668
3834	93288
3835	117000
3836	107328
3837	
3838	94692
3839	107224
3840	69524
3841	120432
3842	62348
3843	108784
3844	103428
3845	130728
3846	106808
3847	118820
3848	93132
3849	121316
3850	73372
3851	121732
3852	95108
3853	93600
3854	105872
3855	123188
3856	122668
3857	114036
3858	135512
3859	163800
3860	102128
3861	131820
3862	117988
3863	130364
3864	117000
3865	114088
3866	128232
3867	122044
3868	128960
3869	123968
3870	60632
3871	104832
3872	
3873	61256
3874	80288
3875	79768
3876	57044
3877	81224
3878	83408
3879	44356
3880	75244
3881	78884
3882	79820
3883	55068
3884	72124
3885	76076
3886	74724
3887	95524
3888	
3889	364000
3890	58448
3891	43316
3892	84500
3893	76180
3894	86320
3895	113568
3896	36712
3897	78884
3898	76960
3899	81224
3900	84760
3901	64064
3902	107952
3903	98124
3904	82472
3905	60372
3906	100048
3907	105196
3908	71500
3909	108680
3910	108576
3911	151632
3912	71448
3913	83096
3914	247000
3915	88816
3916	117000
3917	95628
3918	107692
3919	115596
3920	117000
3921	93184
3922	106600
3923	119392
3924	127348
3925	
3926	115960
3927	74256
3928	107016
3929	103116
3930	121524
3931	112632
3932	
3933	78780
3934	134316
3935	106860
3936	123812
3937	111228
3938	88816
3939	100932
3940	101816
3941	100048
3942	110864
3943	89336
3944	89336
3945	35724
3946	101816
3947	114400
3948	128648
3949	99892
3950	109200
3951	112632
3952	98384
3953	93444
3954	114608
3955	86632
3956	98176
3957	137228
3958	37700
3959	82628
3960	101192
3961	117000
3962	131404
3963	
3964	98384
3965	89492
3966	54444
3967	102128
3968	65832
3969	99632
3970	111228
3971	106444
3972	80392
3973	124228
3974	48048
3975	94900
3976	112996
3977	129376
3978	97500
3979	115544
3980	112996
3981	133224
3982	105352
3983	123812
3984	117000
3985	143988
3986	58188
3987	153764
3988	135356
3989	150748
3990	97500
3991	122980
3992	143000
3993	139100
3994	28340
3995	137644
3996	95836
3997	118508
3998	50752
3999	137800
4000	153140
4001	93444
4002	107068
4003	76336
4004	70668
4005	93444
4006	71500
4007	73424
4008	73632
4009	75920
4010	63648
4011	73944
4012	102856
4013	123136
4014	80600
4015	38324
4016	102648
4017	74152
4018	74152
4019	73008
4020	67912
4021	71448
4022	78468
4023	90428
4024	79404
4025	83980
4026	76440
4027	43160
4028	58968
4029	77376
4030	65312
4031	93184
4032	66404
4033	70824
4034	49192
4035	67340
4036	60320
4037	51688
4038	
4039	87724
4040	32136
4041	55744
4042	75816
4043	65832
4044	93444
4045	95108
4046	92092
4047	73320
4048	88348
4049	73112
4050	55692
4051	50492
4052	67496
4053	43316
4054	71084
4055	65780
4056	77012
4057	48776
4058	51740
4059	42120
4060	69056
4061	47008
4062	62816
4063	55016
4064	53716
4065	56628
4066	58500
4067	36920
4068	52572
4069	65572
4070	69212
4071	55224
4072	80860
4073	64428
4074	72748
4075	61724
4076	75192
4077	88192
4078	144716
4079	60944
4080	131976
4081	67184
4082	87256
4083	104572
4084	71500
4085	107692
4086	63024
4087	147940
4088	37232
4089	76856
4090	94016
4091	35620
4092	83096
4093	82836
4094	
4095	82836
4096	81224
4097	89648
4098	77480
4099	107484
4100	126152
4101	72540
4102	102492
4103	41132
4104	82004
4105	87048
4106	92196
4107	69472
4108	128492
4109	83616
4110	85904
4111	56680
4112	68900
4113	80600
4114	161200
4115	117988
4116	129064
4117	105872
4118	45604
4119	107224
4120	65728
4121	97500
4122	55692
4123	145964
4124	157872
4125	62348
4126	61464
4127	133796
4128	100724
4129	105300
